seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob
0,0.0001,0,0.4,1,1,-0.685732400144329,0.105,-0.7104472845495038,0.106
0,0.0001438449888287663,0,0.4,1,1,-0.6857323991276858,0.105,-0.7104472836656242,0.106
0,0.00020691380811147902,0,0.4,1,1,-0.6857324050215301,0.105,-0.7104472887619695,0.106
0,0.00029763514416313193,0,0.4,1,1,-0.6857324027411315,0.105,-0.7104472867952996,0.106
0,0.00042813323987193956,0,0.4,1,1,-0.6857324000240556,0.105,-0.7104472844118445,0.106
0,0.0006158482110660267,0,0.4,1,1,-0.6857323998464311,0.105,-0.7104472842637692,0.106
0,0.0008858667904100822,0,0.4,1,1,-0.685732399254875,0.105,-0.7104472837674698,0.106
0,0.0012742749857031334,0,0.4,1,1,-0.6857323991842427,0.105,-0.7104472837081941,0.106
0,0.0018329807108324356,0,0.4,1,1,-0.6857323991259253,0.105,-0.7104472836597034,0.106
0,0.0026366508987303583,0,0.4,1,1,-0.6857323990794387,0.105,-0.710447283622048,0.106
0,0.00379269019073225,0,0.4,1,1,-0.6857323989972599,0.105,-0.7104472835542968,0.106
0,0.005455594781168515,0,0.4,1,1,-0.6857324034945975,0.105,-0.7104472873795188,0.106
0,0.007847599703514606,0,0.4,1,1,-0.6857324004609768,0.105,-0.7104472848108444,0.106
0,0.011288378916846883,0,0.4,1,1,-0.6857323995986797,0.105,-0.7104472840813182,0.106
0,0.01623776739188721,0,0.4,1,1,-0.6857324016976162,0.105,-0.7104472858331062,0.106
0,0.023357214690901212,0,0.4,1,1,-0.6857323996675274,0.105,-0.7104472841125514,0.106
0,0.03359818286283781,0,0.4,1,1,-0.6857324012791784,0.105,-0.7104472854749182,0.106
0,0.04832930238571752,0,0.4,1,1,-0.6857324134280934,0.105,-0.7104472954941404,0.106
0,0.06951927961775606,0,0.4,1,1,-0.7487409658376434,0.065,-0.7629138012193457,0.064
0,0.1,0,0.4,1,1,-0.7795447363084534,0.04,-0.7885638284105349,0.038
0,0.11,0,0.4,1,1,-0.785181167656076,0.04,-0.7932572271085852,0.034
0,0.1831578947368421,0,0.4,1,1,-0.8278161118894749,0.005,-0.8139351107193724,0.012
0,0.2563157894736842,0,0.4,1,1,-0.8370743629818285,0.0,-0.8211309593683499,0.006
0,0.3294736842105263,0,0.4,1,1,-0.840526456676885,0.0,-0.8240023932162128,0.004
0,0.4026315789473684,0,0.4,1,1,-0.8410798450523587,0.0,-0.8278039165875802,0.002
0,0.4757894736842105,0,0.4,1,1,-0.8406216267253517,0.0,-0.8314289737226151,0.002
0,0.5489473684210526,0,0.4,1,1,-0.8398472121818529,0.0,-0.8337412507189256,0.002
0,0.6221052631578947,0,0.4,1,1,-0.8385349702337943,0.0,-0.8351569028979746,0.002
0,0.6952631578947368,0,0.4,1,1,-0.8375637432788811,0.0,-0.8362038906951076,0.002
0,0.7684210526315789,0,0.4,1,1,-0.8368121258397708,0.0,-0.8370146854729165,0.0
0,0.841578947368421,0,0.4,1,1,-0.8362116245318647,0.0,-0.8376616397749729,0.0
0,0.9147368421052631,0,0.4,1,1,-0.8357179245090979,0.0,-0.8381945330550222,0.0
0,0.9878947368421053,0,0.4,1,1,-0.8350918759716829,0.0,-0.838550680720883,0.0
0,1.0610526315789475,0,0.4,1,1,-0.8340892381727708,0.0,-0.8386515712636671,0.0
0,1.1342105263157896,0,0.4,1,1,-0.8332431993863949,0.0,-0.8387353727110584,0.0
0,1.2073684210526316,0,0.4,1,1,-0.8325179330229815,0.0,-0.8388071162567458,0.0
0,1.2805263157894737,0,0.4,1,1,-0.8318893843398527,0.0,-0.8388697530225091,0.0
0,1.3536842105263158,0,0.4,1,1,-0.8309908029790063,0.0,-0.8385308597861333,0.0
0,1.426842105263158,0,0.4,1,1,-0.8301206012363699,0.0,-0.8381384800603919,0.0
0,1.5,0,0.4,1,1,-0.8293536470912554,0.0,-0.8377925557512076,0.0
